,N. parvum,X. sp.,descriptions
IPR028077,1,1,Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
IPR030661,1,1,SUMO-activating enzyme subunit Uba2
IPR033127,2,2,"Ubiquitin-activating enzyme E1, Cys active site"
IPR042449,2,2,"Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1"
IPR006607,1,0,"LARP1-like, DM15 repeat"
IPR007728,1,1,Pre-SET domain
IPR046366,1,3,ER-bound oxygenase mpaB/B'
IPR011599,1,1,"Prefoldin alpha subunit, archaea-type"
IPR011710,1,1,"Coatomer beta subunit, C-terminal"
IPR016460,1,1,Coatomer beta subunit (COPB1)
IPR029446,1,1,"Coatomer beta subunit, appendage platform domain"
IPR004023,1,1,Mago nashi protein
IPR036605,1,1,Mago nashi superfamily
IPR003358,1,1,"tRNA (guanine-N-7) methyltransferase, Trmb type"
IPR025763,1,1,"tRNA (guanine-N-7) methyltransferase catalytic subunit Trm8, eukaryote"
IPR010301,1,1,Ribosomal RNA processing protein 1
IPR004579,1,1,ERCC1/RAD10/SWI10 family
IPR047260,1,1,"ERCC1-like, central domain"
IPR013942,1,1,"Mediator complex, subunit Med19, fungi"
IPR004907,1,1,"ATPase, V1 complex, subunit C"
IPR036132,1,1,Vacuolar ATP synthase subunit C superfamily
IPR006222,1,2,"Aminomethyltransferase, folate-binding domain"
IPR006223,1,1,Glycine cleavage system T protein
IPR013977,1,2,"Glycine cleavage T-protein, C-terminal barrel domain"
IPR028896,1,2,Aminomethyltransferase-like
IPR029043,1,2,"Glycine cleavage T-protein/YgfZ, C-terminal"
IPR013937,2,2,"Sorting nexin, C-terminal"
IPR012319,1,1,"Formamidopyrimidine-DNA glycosylase, catalytic domain"
IPR015886,1,1,"DNA glycosylase/AP lyase, H2TH DNA-binding"
IPR035937,1,1,"MutM-like, N-terminal"
IPR045250,1,1,Co-chaperone protein p23-like
IPR021183,1,1,"N-terminal acetyltransferase A, auxiliary subunit"
IPR038816,1,1,Stationary phase protein 5
IPR019438,2,1,Queuosine salvage protein family
IPR024660,1,1,"UNC-45/Cro1/She4, central domain"
IPR012386,1,0,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
IPR001518,1,1,Argininosuccinate synthase
IPR018223,1,0,"Argininosuccinate synthase, conserved site"
IPR023434,1,0,"Argininosuccinate synthase, type 1 subfamily"
IPR024074,1,1,"Argininosuccinate synthetase, catalytic/multimerisation domain body"
IPR017240,1,1,Mitogen-activated protein (MAP) kinase kinase kinase Ssk2/Ssk22
IPR002229,1,1,Blood group Rhesus C/E/D polypeptide
IPR034392,1,1,"TatSF1-like, RNA recognition motif 1"
IPR034393,1,1,TatSF1-like
IPR012959,1,1,CPL domain
IPR040059,1,1,Pumilio homologue 3
IPR044063,1,2,Gid-type RING finger domain
IPR045098,1,2,Fyv10 family
IPR032805,2,1,Wax synthase domain
IPR044851,2,0,Wax synthase
IPR044712,1,1,NAD/FAD transporter SLC25A32-like
IPR012576,1,0,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
IPR039637,1,1,CCR4-NOT transcription complex subunit 7/8/Pop2
IPR002315,1,1,Glycyl-tRNA synthetase
IPR027031,1,2,Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2
IPR033731,1,1,Glycyl-tRNA synthetase-like core domain
IPR002208,1,1,SecY/SEC61-alpha family
IPR019561,1,1,"Translocon Sec61/SecY, plug domain"
IPR023201,1,1,SecY domain superfamily
IPR030659,1,1,SecY conserved site
IPR007191,1,1,"Exocyst complex component Sec8, N-terminal"
IPR039682,1,1,Exocyst complex component Sec8/EXOC4
IPR013717,1,1,PIG-P
IPR037429,1,0,"Rvs161/Hob3, BAR domain"
IPR012462,1,1,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2"
IPR002710,2,2,Dilute domain
IPR004009,2,1,"Myosin, N-terminal, SH3-like"
IPR036103,1,1,"Class V myosin, motor domain"
IPR046943,1,1,"Myosin 2/2A, cargo-binding domain, fungi"
IPR002637,1,1,RdgB/HAM1
IPR027502,1,1,Inosine triphosphate pyrophosphatase
IPR020618,1,1,Adenylate kinase isoenzyme 6
IPR001282,1,1,Glucose-6-phosphate dehydrogenase
IPR019796,1,1,"Glucose-6-phosphate dehydrogenase, active site"
IPR022674,1,1,"Glucose-6-phosphate dehydrogenase, NAD-binding"
IPR022675,1,1,"Glucose-6-phosphate dehydrogenase, C-terminal"
IPR022771,1,1,"Wings apart-like protein, C-terminal"
IPR039874,1,1,Wings apart-like protein
IPR007808,1,1,Transcription elongation factor 1
IPR038567,1,1,Transcription elongation factor 1 superfamily
IPR022163,1,1,GTP cyclohydrolase N-terminal
IPR032677,1,2,GTP cyclohydrolase II
IPR036144,1,2,GTP cyclohydrolase II superfamily
IPR001593,1,1,Ribosomal protein S3Ae
IPR018281,1,1,"Ribosomal protein S3Ae, conserved site"
IPR027500,1,1,"40S ribosomal protein S1/3, eukaryotes"
IPR004709,1,1,Na+/H+ exchanger
IPR018422,1,1,"Cation/H+ exchanger, CPA1 family"
IPR004896,1,0,PucC-related
IPR012583,1,0,"Pre-rRNA-processing protein RIX1, N-terminal"
IPR031658,1,1,"Cyclin, C-terminal domain 2"
IPR034158,1,1,"SF3B4, RNA recognition motif 1"
IPR034159,1,1,"SF3B4, RNA recognition motif 2"
IPR018559,1,1,Protein of unknown function DUF2015
IPR002672,1,1,Ribosomal protein L28e
IPR014837,1,1,"EF-hand, Ca insensitive"
IPR045260,1,0,Guanine nucleotide-exchange factor Sec12-like
IPR037674,1,1,"GPI ethanolamine phosphate transferase 2, N-terminal"
IPR039527,1,1,GPI ethanolamine phosphate transferase 2
IPR045687,1,1,"GPI ethanolamine phosphate transferase 2, C-terminal"
IPR047205,1,1,Ribonuclease MRP protein subunit RMP1
IPR007201,1,0,"Mei2-like, C-terminal RNA recognition motif"
IPR007225,1,0,Exocyst complex component EXOC6/Sec15
IPR042045,1,0,"Exocyst complex component EXOC6/Sec15, C-terminal, domain 1"
IPR046361,1,0,"Exocyst complex subunit Sec15, C-terminal"
IPR001852,1,0,Pyridoxal 5'-phosphate synthase subunit PdxS/SNZ
IPR033755,1,0,PdxS/SNZ N-terminal domain
IPR034646,1,1,ADCK3-like domain
IPR039703,2,1,Protein N-terminal amidase
IPR013107,1,0,"Acyl-CoA dehydrogenase, C-terminal domain"
IPR007249,1,1,"Dopey, N-terminal"
IPR040314,1,1,Protein dopey
IPR002410,1,6,Peptidase S33
IPR025183,1,1,Domain of unknown function DUF4110
IPR004730,2,1,Transaldolase type 1
IPR021986,1,1,Spherulation-specific family 4
IPR001522,2,1,"Fatty acid desaturase type 1, conserved site"
IPR009160,2,1,"Acyl-CoA desaturase, haem/steroid binding domain-containing"
IPR015876,2,1,Acyl-CoA desaturase
IPR029030,1,3,Caspase-like domain superfamily
IPR004533,1,1,CDP-diacylglycerol--serine O-phosphatidyltransferase
IPR016271,1,1,"CDP-diacylglycerol--serine O-phosphatidyltransferase, fungal"
IPR047246,1,0,"Threonine-tRNA ligase, class IIa, anticodon-binding domain"
IPR001907,1,1,ATP-dependent Clp protease proteolytic subunit
IPR018215,1,1,"ClpP, Ser active site"
IPR023562,1,1,Clp protease proteolytic subunit /Translocation-enhancing protein TepA
IPR033135,1,1,"ClpP, histidine active site"
IPR014786,1,1,"Anaphase-promoting complex subunit 2, C-terminal"
IPR044554,1,1,Anaphase-promoting complex subunit 2
IPR032063,1,0,Protein of unknown function DUF4804
IPR046451,2,1,"Homogentisate 1,2-dioxygenase, C-terminal domain"
IPR016527,1,1,Origin recognition complex subunit 4
IPR014939,1,0,CDT1 Geminin-binding domain-like
IPR018973,1,1,MrfA-like Zn-binding domain
IPR035548,1,2,"Bem1/Scd2, SH3 domain 1"
IPR035549,1,2,"Bem1/Scd2, SH3 domain 2"
IPR035550,1,2,"Bem1/Scd2, PX domain"
IPR005062,2,3,"SAC3/GANP/THP3, conserved domain"
IPR045107,2,3,SAC3/GANP/THP3
IPR021648,1,2,"Vacuolar protein sorting protein 36, GLUE domain"
IPR031558,1,2,"Vacuolar protein-sorting-associated protein 36, NZF-N zinc-finger domain"
IPR037855,1,2,Vacuolar protein sorting protein 36
IPR019009,1,0,"Signal recognition particle receptor, beta subunit"
IPR000806,1,1,Rab GDI protein
IPR010729,1,1,"Ribosomal protein L47, mitochondrial"
IPR038340,1,1,"MRP-L47 superfamily, mitochondrial"
IPR047544,2,3,"E3 ubiquitin-protein ligase RNF216, RING finger, HC subclass"
IPR047546,1,3,"E3 ubiquitin-protein ligase RNF216, Rcat domain"
IPR000465,1,1,XPA
IPR022652,1,0,"Zinc finger, XPA-type, conserved site"
IPR022656,1,1,"XPA, C-terminal"
IPR037129,1,1,XPA domain superfamily
IPR044993,1,3,Beta-D-xylosidase
IPR011023,1,0,Nop2p
IPR023273,1,0,"RNA (C5-cytosine) methyltransferase, NOP2"
IPR031341,1,0,"Ribosomal RNA small subunit methyltransferase F, N-terminal"
IPR017904,2,0,ADF/Cofilin
IPR001844,1,0,Chaperonin Cpn60/GroEL
IPR018370,1,0,"Chaperonin Cpn60, conserved site"
IPR045321,1,2,Chitinase Cts1-like
IPR006905,1,0,Flavin-dependent halogenase
IPR012705,2,2,2-methylcitrate dehydratase PrpD
IPR001765,1,3,Carbonic anhydrase
IPR028468,1,1,"Smc1, ATP-binding cassette domain"
IPR036874,1,3,Carbonic anhydrase superfamily
IPR021261,1,1,Glycerophosphocholine acyltransferase 1
IPR011893,1,0,"Selenoprotein, Rdx-type"
IPR017860,1,2,"Peptidase M22, conserved site"
IPR022450,1,1,"tRNA N6-adenosine threonylcarbamoyltransferase, TsaD"
IPR009163,1,1,Ap4A phosphorylase 1/2
IPR019200,1,1,"ATP adenylyltransferase, C-terminal"
IPR043171,1,1,Ap4A phosphorylase 1/2-like
IPR045759,1,1,"Ap4A phosphorylase 1/2, N-terminal domain"
IPR001853,2,3,DSBA-like thioredoxin domain
IPR040017,1,1,Exportin-T
IPR045546,1,1,"Exportin-T, C-terminal domain"
IPR002397,1,1,"Cytochrome P450, B-class"
IPR024991,1,1,"Anaphase-promoting complex subunit 11, RING-H2 finger"
IPR045078,1,1,Sulfurtransferase TST/MPST-like
IPR045142,1,1,BCAS3-like
IPR012860,1,1,"Arf3-interacting protein 1, N-terminal domain"
IPR011442,1,1,"TAF6, C-terminal HEAT repeat domain"
IPR037796,1,1,Transcription initiation factor TFIID subunit 6
IPR046344,1,1,"TAF6, C-terminal HEAT repeat domain superfamily"
IPR004125,1,1,"Signal recognition particle, SRP54 subunit, M-domain"
IPR006325,1,1,"Signal recognition particle, SRP54 subunit, eukaryotic"
IPR022941,1,1,"Signal recognition particle, SRP54 subunit"
IPR036891,1,1,"Signal recognition particle, SRP54 subunit, M-domain superfamily"
IPR012459,1,1,Ribosomal RNA-processing protein 15
IPR041751,1,1,"PP2B, metallophosphatase domain"
IPR043360,1,1,PP2B
IPR001055,1,1,Adrenodoxin
IPR018298,1,1,"Adrenodoxin, iron-sulphur binding site"
IPR018240,1,1,"Clathrin adaptor, mu subunit, conserved site"
IPR025122,1,1,Domain of unknown function DUF4048
IPR039175,1,1,Mitochondrial import inner membrane translocase subunit TIM22
IPR006676,1,1,tRNA-splicing endonuclease
IPR006678,1,0,"tRNA intron endonuclease, N-terminal"
IPR016589,1,1,"tRNA-splicing endonuclease, SEN2 subunit"
IPR005552,1,0,Scramblase
IPR001684,1,1,Ribosomal protein L27
IPR018261,1,0,"Ribosomal protein L27, conserved site"
IPR011564,1,2,Telomeric single stranded DNA binding POT1/Cdc13
IPR002195,2,2,"Dihydroorotase, conserved site"
IPR004721,1,1,Dihydroorotase homodimeric type
IPR028055,1,1,"Membrane insertase YidC/Oxa/ALB, C-terminal"
IPR004198,1,1,"Zinc finger, C5HC2-type"
IPR013637,1,1,Lysine-specific demethylase-like domain
IPR000305,1,1,GIY-YIG endonuclease
IPR027520,1,1,Structure-specific endonuclease subunit Slx1
IPR035901,1,1,GIY-YIG endonuclease superfamily
IPR018094,1,0,Thymidylate kinase
IPR018095,1,0,"Thymidylate kinase, conserved site"
IPR039430,1,1,Thymidylate kinase-like domain
IPR007699,1,1,SGS domain
IPR044563,1,1,Protein Sgt1-like
IPR013260,1,1,mRNA splicing factor SYF2
IPR024604,1,0,"Serine/threonine-protein kinase haspin, C-terminal"
IPR008989,1,0,"Myosin S1 fragment, N-terminal"
IPR007240,1,1,Autophagy-related protein 17
IPR017407,1,1,Serine/threonine-protein kinase Rio1
IPR016685,1,1,"RNA-induced silencing complex, nuclease component Tudor-SN"
IPR018152,1,1,"Superoxide dismutase, copper/zinc, binding site"
IPR018225,1,1,"Transaldolase, active site"
IPR016828,1,1,Alpha-L-arabinofuranosidase
IPR001884,1,2,Translation elongation factor IF5A-like
IPR020189,1,1,"Translation elongation factor, IF5A C-terminal"
IPR037318,1,1,"Hex1, S1 domain"
IPR001137,1,4,Glycoside hydrolase family 11
IPR018208,1,4,"Glycoside hydrolase family 11, active site 1"
IPR033123,1,4,Glycosyl hydrolases family 11 (GH11) domain
IPR006693,1,0,Partial AB-hydrolase lipase domain
IPR047533,1,0,"Peroxisomal biogenesis factor 6, second ATPase domain"
IPR007243,1,1,Atg6/Beclin
IPR038274,1,1,Atg6/Beclin C-terminal domain superfamily
IPR040455,1,1,"Atg6, BARA domain"
IPR041691,1,1,"Atg6/beclin, coiled-coil domain"
IPR018465,1,1,Centromere protein Scm3/HJURP
IPR001597,1,4,Aromatic amino acid beta-eliminating lyase/threonine aldolase
IPR023603,1,2,Low specificity L-threonine aldolase-like
IPR011084,1,2,DNA repair metallo-beta-lactamase
IPR012913,1,1,Protein OS9-like domain
IPR045149,1,1,Protein OS-9-like
IPR007745,1,0,Cytochrome c oxidase copper chaperone
IPR019601,1,1,"Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain"
IPR039558,1,1,"Prolyl 3,4-dihydroxylase TPA1/OFD1, N-terminal domain"
IPR038492,1,2,"GBBH-like, N-terminal domain superfamily"
IPR003956,1,0,"Transcription factor, NFYB/HAP3, conserved site"
IPR027113,1,1,Transcription factor NFYB/HAP3
IPR027235,1,1,Prefoldin subunit 2
IPR000033,1,0,LDLR class B repeat
IPR001834,2,6,NADH:cytochrome b5 reductase-like
IPR008333,2,7,"Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain"
IPR012387,1,1,"tRNA ligase Trl1, fungi"
IPR015965,1,1,"tRNA ligase, phosphodiesterase"
IPR015966,1,1,"tRNA ligase, kinase domain, fungi"
IPR019039,1,1,"T4 RNA ligase 1-like, N-terminal"
IPR019331,1,0,"FAM192A/Fyv6, N-terminal"
IPR039845,1,0,PSME3-interacting protein
IPR040132,1,0,TREX component Tex1/THOC3
IPR047545,1,2,"E3 ubiquitin-protein ligase RNF216, BRcat domain"
IPR012094,1,1,tRNA(Ile)-lysidine synthase
IPR012795,1,1,"tRNA(Ile)-lysidine synthase, N-terminal"
IPR018369,1,1,"Chaperonin GroES, conserved site"
IPR020818,1,1,GroES chaperonin family
IPR037124,1,1,GroES chaperonin superfamily
IPR014646,1,1,Replication factor A protein 2
IPR014892,1,1,"Replication protein A, C-terminal"
IPR040260,1,1,Replication factor A protein-like
IPR012541,1,1,"DBP10, C-terminal"
IPR033517,1,0,"DDX54/DBP10 family, DEAD-box helicase domain"
IPR002219,1,3,"Protein kinase C-like, phorbol ester/diacylglycerol-binding domain"
IPR037312,1,1,"Protein kinase C-like, HR1 domain"
IPR005120,1,1,UPF3 domain
IPR039722,1,1,Nonsense-mediated mRNA decay protein 3
IPR034605,1,1,PGC-1
IPR007757,1,1,MT-A70-like
IPR005365,1,0,Nitrogen permease regulator 3
IPR011604,1,1,PD-(D/E)XK endonuclease-like domain superfamily
IPR014808,1,1,"DNA replication factor Dna2, N-terminal"
IPR026851,1,1,"DNA replication ATP-dependent helicase/nuclease Dna2/JHS1, DEXXQ-box helicase domain"
IPR023206,1,0,Bifunctional cytochrome P450/NADPH--cytochrome P450 reductase
IPR004908,1,1,"ATPase, V1 complex, subunit H"
IPR011987,1,1,"ATPase, V1 complex, subunit H, C-terminal"
IPR038497,1,1,"ATPase, V1 complex, subunit H, C-terminal domain superfamily"
IPR045793,1,2,YetA-like protein
IPR028116,1,0,"Tautomerase, cis-CaaD-like"
IPR001266,1,0,Ribosomal protein S19e
IPR044753,1,0,"HELLS, N-terminal"
IPR025604,1,1,Actin cytoskeleton-regulatory complex protein End3
IPR039756,1,1,Type II phosphatidylinositol 4-kinase Lsb6/PI4K2
IPR008046,1,2,DNA replication licensing factor Mcm3
IPR002472,1,0,Palmitoyl protein thioesterase
IPR039289,1,0,Mitochondrial intermembrane space import and assembly protein 40
IPR039453,1,0,"Mitochondrial outer membrane protein OM14, C-terminal"
IPR039454,1,0,Mitochondrial outer membrane protein OM14
IPR025261,1,0,"Atos-like, conserved domain"
IPR033473,1,0,"Atos-like, C-terminal"
IPR003545,1,1,Telomerase reverse transcriptase
IPR021891,1,1,Telomerase ribonucleoprotein complex - RNA-binding domain
IPR000941,1,1,Enolase
IPR020809,1,1,"Enolase, conserved site"
IPR020810,1,1,"Enolase, C-terminal TIM barrel domain"
IPR020811,1,1,"Enolase, N-terminal"
IPR006205,1,1,Mevalonate kinase
IPR001309,1,0,"Peptidase C14, p20 domain"
IPR039135,1,1,N-acetyltransferase 9-like
IPR017105,1,1,"Adaptor protein complex AP-3, delta subunit"
IPR039856,1,1,ER membrane protein complex subunit 2-like
IPR004842,1,0,SLC12A transporter family
IPR018491,1,0,"SLC12A transporter, C-terminal"
IPR019163,1,1,"THO complex, subunit 5"
IPR004489,1,2,Succinate dehydrogenase/fumarate reductase iron-sulphur protein
IPR017900,2,2,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site"
IPR025192,1,2,Succinate dehydogenase/fumarate reductase N-terminal
IPR012681,1,1,"Nucleobase cation symporter-1, NCS1"
IPR011400,1,1,Eukaryotic translation initiation factor 3 subunit B
IPR034363,1,1,"eIF3B, RNA recognition motif"
IPR022816,1,2,Condensin complex subunit 2/barren
IPR007342,1,1,Pseudouridine-5'-phosphate glycosidase
IPR022830,1,1,Indigoidine synthase A-like
IPR007676,1,1,Ribophorin I
IPR013167,1,1,"Conserved oligomeric Golgi complex, subunit 4"
IPR009959,2,1,Polyketide cyclase SnoaL-like
IPR017408,1,1,Arginine N-methyltransferase 2
IPR026480,1,1,Arginine N-methyltransferase 2-like domain
IPR016266,1,1,"DNA polymerase epsilon, subunit B"
IPR019544,1,1,"Tetratricopeptide, SHNi-TPR domain"
IPR006285,1,1,Ubiquitin-like modifier-activating enzyme Atg7
IPR032197,1,1,"Ubiquitin-like modifier-activating enzyme Atg7, N-terminal"
IPR042522,1,1,"Ubiquitin-like modifier-activating enzyme Atg7, N-terminal, subdomain 1"
IPR042523,1,1,"Ubiquitin-like modifier-activating enzyme Atg7, N-terminal, subdomain 2"
IPR015517,1,1,Deoxycytidylate deaminase-related
IPR035105,1,1,Deoxycytidylate deaminase domain
IPR034156,1,0,"HRP1, RNA recognition motif 1"
IPR003173,1,1,"Transcriptional coactivator p15 (PC4), C-terminal"
IPR009044,1,1,ssDNA-binding transcriptional regulator
IPR045125,1,1,RNA polymerase II transcriptional coactivator Sub1/Tcp4-like
IPR005195,1,0,"Glycoside hydrolase, family 65, central catalytic"
IPR037018,1,1,"Glycoside hydrolase family 65, N-terminal domain superfamily"
IPR006716,1,1,ERG2/sigma1 receptor-like
IPR044125,1,1,"DNA Ligase 4, adenylation domain"
IPR003712,1,1,"Cyanate lyase, C-terminal"
IPR008076,1,1,Cyanate hydratase
IPR036581,1,1,"Cyanate lyase, C-terminal domain superfamily"
IPR028938,1,1,Remodeling and spacing factor 1-like
IPR004381,1,0,Glycerate kinase
IPR018193,1,0,"Glycerate kinase, flavodoxin-like fold"
IPR018197,1,0,"Glycerate kinase, restriction-enzyme-like fold"
IPR036129,1,0,Glycerate kinase superfamily
IPR003698,1,0,Lipoyl synthase
IPR031691,1,0,"Lipoyl synthase, N-terminal"
IPR038814,1,1,Altered inheritance of mitochondria protein 11
IPR003448,1,1,Molybdopterin biosynthesis MoaE
IPR028888,1,1,"Molybdopterin synthase catalytic subunit, eukaryotes"
IPR036563,1,1,Molybdopterin biosynthesis MoaE subunit superfamily
IPR006215,1,0,"Glycoside hydrolase, melibiase"
IPR021538,1,0,"Syntaxin-5, N-terminal, Sly1p-binding domain"
IPR034815,1,0,Alpha-dioxygenase
IPR006762,1,2,Gtr1/RagA G protein
IPR039397,1,1,RagA/B
IPR012469,1,1,Protein of unknown function DUF1688
IPR018811,1,0,MIOREX complex component 11
IPR021006,1,0,HDA1 complex subunit 2/3
IPR038609,1,1,HDA1 complex subunit 2/3 superfamily
IPR004043,1,1,LCCL domain
IPR001161,1,0,Helicase XPB/Ssl2
IPR032438,1,0,"ERCC3/RAD25/XPB helicase, C-terminal domain"
IPR032830,1,0,"Helicase XPB/Ssl2, N-terminal domain"
IPR026705,1,1,Hid-1/Ecm30
IPR001985,1,1,S-adenosylmethionine decarboxylase
IPR016067,1,1,"S-adenosylmethionine decarboxylase, core"
IPR018166,1,1,"S-adenosylmethionine decarboxylase, conserved site"
IPR016706,1,1,Cleavage/polyadenylation specificity factor subunit 5
IPR023374,1,0,AttH-like domain superfamily
IPR013529,1,0,"Glycoside hydrolase, family 42, N-terminal"
IPR040719,1,0,Domain of unknown function DUF5597
IPR019310,1,1,rRNA-processing protein Efg1
IPR037593,1,1,MIOS/Sea4
IPR024610,1,2,"Inhibitor of growth protein, N-terminal histone-binding"
IPR028651,1,2,ING family
IPR013967,1,1,"Rad54, N-terminal"
IPR004651,1,1,"Histidine biosynthesis, HisF"
IPR010139,1,1,"Imidazole glycerol phosphate synthase, subunit H"
IPR014640,1,1,Imidazole glycerol phosphate synthase HisHF
IPR025496,1,0,Protein of unknown function DUF4387
IPR002680,1,1,Alternative oxidase
IPR038659,1,1,Alternative oxidase superfamily
IPR021110,1,1,DNA replication/checkpoint protein
IPR040203,1,1,DNA replication regulator Sld2
IPR039604,1,1,Nuclear segregation protein Bfr1
IPR008672,1,0,Spindle assembly checkpoint component Mad1
IPR037986,1,1,"Dilute domain-containing protein, fungi, CBD domain"
IPR033819,1,0,Saccharopepsin
IPR008628,1,1,Golgi phosphoprotein 3-like
IPR038261,1,1,Golgi phosphoprotein 3-like domain superfamily
IPR003231,1,0,Acyl carrier protein (ACP)
IPR010226,1,0,"NADH-quinone oxidoreductase, chain I"
IPR007019,1,1,Surfeit locus 6
IPR029188,1,1,"Ribosomal RNA-processing protein 14, N-terminal"
IPR029190,1,1,"Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain"
IPR007241,1,1,Autophagy-related protein 9
IPR010490,1,1,Conserved oligomeric Golgi complex subunit 6
IPR045115,1,1,BolA-like protein 2
IPR002678,1,1,DUF34/NIF3
IPR017593,1,0,Allantoinase
IPR019258,1,0,"Mediator complex, subunit Med4"
IPR006096,2,2,"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, C-terminal"
IPR016210,1,1,"NAD-dependent glutamate dehydrogenase, eukaryotes"
